time,longitude,latitude,snr_[MJ/m2],tp_[mm],ro_[m],sm_[m3/m3],le_[W/m2],t2m_[K],lai_[m2/m2],evi_[],ndvi_[]
2008-02-06,16.375,63.625,-0.60088766,2.101059,1.7781846e-05,0.34246162,2.875992062467116,272.03027,0.27756770700216293,0.13976485,0.15529273
2008-02-07,16.375,63.625,-1.980814,1.2134627,1.7827631e-05,0.34405342,3.054988553264627,271.44547,0.29433065094053745,0.14194074,0.15678088
2008-02-08,16.375,63.625,-3.4968538,0.008313067,1.7797109e-05,0.3421047,3.2339850440621376,271.35794,0.31109359487891197,0.14411665,0.15826899
2008-02-09,16.375,63.625,0.015591459,1.6606663,1.7720802e-05,0.34715652,3.4129815348596484,273.34482,0.3278565388172865,0.1462926,0.15975714
2008-02-10,16.375,63.625,-1.9664904,0.51193404,1.758345e-05,0.3472871,3.591978025657159,272.3477,0.344619482755661,0.14846851,0.16124526
2008-02-11,16.375,63.625,-1.8427691,1.6653345e-13,1.7797109e-05,0.34710917,3.665637621587073,270.4315,0.3432775139808655,0.15064439,0.16273338
2008-02-12,16.375,63.625,-2.3955204,0.024544092,1.7766584e-05,0.34686014,3.739297217516987,267.17075,0.34193554520606995,0.15282029,0.1642215
2008-02-13,16.375,63.625,-5.580067,0.113958135,1.7690278e-05,0.3417188,3.812956813446901,271.72888,0.3405935764312744,0.15499623,0.16570964
2008-02-14,16.375,63.625,-5.827209,0.013216809,1.7705539e-05,0.33839875,3.886616409376815,268.0985,0.3392516076564789,0.15717211,0.16719778
2008-02-15,16.375,63.625,-4.184671,0.0012394724,1.7705539e-05,0.33321843,3.960276005306729,265.6055,0.33790963888168335,0.15934806,0.16868591
2008-02-16,16.375,63.625,-2.4395308,0.47676343,1.7797105e-05,0.32994786,4.033935601236643,269.82077,0.3365676701068878,0.1605123,0.16940247
2008-02-17,16.375,63.625,-3.0622988,0.73393035,1.7629232e-05,0.32972246,4.107595197166557,273.24445,0.3352257013320923,0.15999049,0.16883303
2008-02-18,16.375,63.625,-3.4647183,0.13213933,1.782763e-05,0.3311614,4.181254793096471,273.0094,0.33388373255729675,0.15946867,0.16826363
2008-02-19,16.375,63.625,-2.8683927,0.49820107,1.7766586e-05,0.33286697,3.984678661692197,271.19568,0.31369843520224094,0.15894684,0.16769421
2008-02-20,16.375,63.625,-3.232254,0.0032054253,1.7893106e-05,0.33232632,3.788102530287923,274.26596,0.29351313784718513,0.15842503,0.16712475
2008-02-21,16.375,63.625,-1.3866087,1.5397527,1.7690278e-05,0.33690247,3.591526398883649,273.3462,0.2733278404921293,0.15790321,0.16655533
2008-02-22,16.375,63.625,-3.0797875,2.2673354,1.7916247e-05,0.33861637,3.3949502674793752,273.96384,0.2531425431370735,0.15738139,0.16598591
2008-02-23,16.375,63.625,-3.9737623,1.294742,1.7873417e-05,0.33776462,3.1983741360751012,272.33466,0.2329572457820177,0.15685959,0.16541651
2008-02-24,16.375,63.625,-2.5606837,3.087016,1.7858154e-05,0.33777782,3.0017980046708272,274.48337,0.2127719484269619,0.15633777,0.16484708
2008-02-25,16.375,63.625,-4.302452,0.0142969405,1.7710958e-05,0.33487922,2.8052218732665533,273.34906,0.1925866510719061,0.15581593,0.16427764
2008-02-26,16.375,63.625,-1.360745,4.816823,1.7537177e-05,0.34071,2.6086457418622793,270.1671,0.17240135371685028,0.15529412,0.16370822
2008-02-27,16.375,63.625,0.057425212,7.3325596,1.7449547e-05,0.3446892,2.7984113182389625,271.23508,0.16594123281538486,0.15477231,0.16313879
2008-02-28,16.375,63.625,-2.0759578,1.7356151,1.7538163e-05,0.34232625,2.9881768946156457,269.5519,0.15948111191391945,0.1542505,0.16256937
